
 PRINT EPEL NODAL SOLUTION PER NODE

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Academic Research                           
 00210476  VERSION=LINUX x64     18:23:57  JUL 08, 2019 CP=      5.582

                                                                               


 
  ***** POST1 NODAL ELASTIC STRAIN LISTING *****                               
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
    NODE       EPEL1          EPEL2          EPEL3          EPELINT        EPELEQV 
     239    0.0240667087  -0.0759965825  -0.1270894086   0.1511561173   0.1026313459
     240    0.0005707839  -0.0756505876  -0.0912427068   0.0918134906   0.0682015142
     241   -0.0082437427  -0.0596925612  -0.0841041442   0.0758604015   0.0522915813
     242    0.0041423182  -0.0506070067  -0.0938893477   0.0980316659   0.0675020036
     243    0.0107866284  -0.0291098736  -0.0988753894   0.1096620179   0.0756981793
     244    0.0178108702  -0.0139942674  -0.0997077421   0.1175186122   0.0819542760
     245    0.0210482097  -0.0091080189  -0.0992086716   0.1202568813   0.0871354926
     246    0.0143594723  -0.0055287246  -0.1052482300   0.1196077023   0.0877517944
     247    0.0058345475  -0.0118660704  -0.1078170282   0.1136515757   0.0831166885
     248    0.0031882227  -0.0228529288  -0.1131208322   0.1163090549   0.0822196036
     249   -0.0018026630  -0.0325857122  -0.1148765832   0.1130739202   0.0788430312
     250    0.0006192269  -0.0419642662  -0.1156992716   0.1163184986   0.0801272438
     251    0.0057624323  -0.0530246580  -0.1123415397   0.1181039720   0.0813445565
     252    0.0085624024  -0.0608334824  -0.1067500593   0.1153124616   0.0781019123
     253    0.0057553033  -0.0646012405  -0.0975739519   0.1033292552   0.0705234211
     254    0.0025423974  -0.0711993060  -0.0991737293   0.1017161267   0.0727087326
     255    0.0185366267  -0.0817033247  -0.1178581533   0.1363947800   0.0947909419
     256    0.0179695478  -0.0870380385  -0.1078668904   0.1258364381   0.0899622345
     257   -0.0030714283  -0.0642799783  -0.1002041887   0.0971327604   0.0688049500
     258   -0.0046642118  -0.0640862963  -0.0959552851   0.0912910733   0.0624645988
     259    0.0001737601  -0.0680558814  -0.1048230952   0.1049968553   0.0715847548
     260    0.0073580053  -0.0578994947  -0.1188141103   0.1261721157   0.0861892699
     261    0.0127191628  -0.0486762895  -0.1237503801   0.1364695429   0.0925476968
     262    0.0134766493  -0.0385453170  -0.1314021501   0.1448787994   0.0986534351
     263    0.0124266336  -0.0442016811  -0.1316418867   0.1440685203   0.0985521628
     264    0.0085404829  -0.0515249446  -0.1305307871   0.1390712700   0.0948071726
     265    0.0052108615  -0.0633697779  -0.1247320279   0.1299428895   0.0893464420
