Nodal Strains (computed using Matlab)
     NODE    EPELX          EPELY          EPELZ          EPELXY         EPELYZ         EPELXZ
     115   -0.1806585404   0.0033519287  -0.0280323343   0.0372321485  -0.0090970642   0.0110911788
     116   -0.1705945149  -0.0083105562  -0.0201983983   0.0331670477  -0.0062361320   0.0099336963
     117   -0.1621209457  -0.0158577886  -0.0134131355   0.0199773711   0.0017746611   0.0060128314
     118   -0.1580361349  -0.0107098438  -0.0154362522   0.0048029589   0.0165195732   0.0046123209
     119   -0.1571601903   0.0007479982  -0.0230514884  -0.0122526951   0.0292350694   0.0085546531
     120   -0.1461012631   0.0011785808  -0.0223932152   0.0085905173  -0.0411587895   0.0095520879
     121   -0.1431956009  -0.0022203069  -0.0210452404  -0.0128489489  -0.0113298417   0.0090754581
     122   -0.1426069919  -0.0029084714  -0.0247109235  -0.0280532820   0.0037813219   0.0065059951
     123   -0.1428681570  -0.0012120929  -0.0285131767  -0.0422776213  -0.0029872838   0.0090013495
     124   -0.1425665235   0.0006416305  -0.0264744941  -0.0491597949   0.0026195928   0.0116298313
     125   -0.1431057349   0.0064583519  -0.0261077989  -0.0467683278   0.0029726161   0.0061040493
     126   -0.1442451802   0.0139165982  -0.0181362368  -0.0410973008  -0.0048372160  -0.0080258397
     127   -0.1464883521   0.0179423863  -0.0042510875  -0.0325722405  -0.0094135551  -0.0193478390
     128   -0.1487099392   0.0200928333   0.0071693312  -0.0192482844  -0.0072289847  -0.0268234042
     129   -0.1522792278   0.0231660241   0.0099682614  -0.0019681121   0.0009988382  -0.0338276849
     130   -0.1563622301   0.0228810426   0.0013357263   0.0170421882   0.0066872532  -0.0362155029
     131   -0.1547964815   0.0176403584  -0.0125325367   0.0377649042   0.0068178480  -0.0283819813
     132   -0.1476709947   0.0054506774  -0.0230649138   0.0496079905   0.0042789662  -0.0113404072
     133   -0.1402856606  -0.0116715555  -0.0256848739   0.0436109085  -0.0020897725   0.0031158940
     134   -0.1355937743  -0.0189118583  -0.0198064965   0.0278119410   0.0000414656   0.0057336937
     135   -0.1329355372  -0.0106381358  -0.0226750871   0.0094880412   0.0203876205   0.0066638498
     136   -0.1320506907   0.0020450898  -0.0395677250  -0.0110567657   0.0479670188   0.0138771368
     137   -0.1176989336  -0.0005783322  -0.0412111369   0.0116290129  -0.0511056345   0.0264308114
     138   -0.1160096363  -0.0055205382  -0.0330115981  -0.0090440552  -0.0157452266   0.0142272840
     139   -0.1143478392  -0.0074631179  -0.0302502923  -0.0279935237   0.0034731981   0.0077304331
     140   -0.1127605886  -0.0052466769  -0.0327087249  -0.0429469895  -0.0040164973   0.0065125296
     141   -0.1102604271   0.0018795841  -0.0202633152  -0.0460967112  -0.0091214903  -0.0036568308
     142   -0.1060392363   0.0111550083  -0.0002041113  -0.0381944905  -0.0164728730  -0.0240435538
     143   -0.1007733444   0.0176524584   0.0238066154  -0.0267542242  -0.0192105738  -0.0376107803
     144   -0.0949607640   0.0166752109   0.0466661661  -0.0176287432  -0.0189531720  -0.0417175504
     145   -0.0934729718   0.0142988466   0.0615553512  -0.0104804125  -0.0127841073  -0.0435705136
     146   -0.0987905098   0.0196350885   0.0662359771  -0.0042209165  -0.0105192027  -0.0546943517
     147   -0.1054335378   0.0318070448   0.0642636444   0.0160042173   0.0003485820  -0.0740213858
     148   -0.1060264163   0.0264906002   0.0491372827   0.0504860203   0.0232772282  -0.0743426480
     149   -0.1013326080   0.0050881491   0.0170781171   0.0641974895   0.0303593528  -0.0500953906
     150   -0.1006613791  -0.0161702979  -0.0125188838   0.0495237507   0.0201344447  -0.0202977178
     151   -0.1034913322  -0.0207159517  -0.0217224418   0.0329773912   0.0045306583  -0.0015479331
     152   -0.1051914321  -0.0109577699  -0.0368850245   0.0148043256   0.0285248215   0.0100445813
     153   -0.1067916062   0.0048725521  -0.0676255382  -0.0065869810   0.0763580727   0.0189629199
     154   -0.0934277129  -0.0004139345  -0.0740658637   0.0060497108  -0.0573075888   0.0249531525
     155   -0.0915860440  -0.0073939095  -0.0490434943  -0.0107682800  -0.0169998110   0.0141049182
     156   -0.0885943084  -0.0129436722  -0.0351695753  -0.0269150192  -0.0001782031   0.0069193915
     157   -0.0837219042  -0.0075433656  -0.0255103168  -0.0380022116  -0.0153703069  -0.0044793162
     158   -0.0768937500   0.0057518938   0.0068464992  -0.0384929227  -0.0326562322  -0.0234648300
