N, 1, 0.000500, 0.000500, -0.009500
N, 2, 0.000500, 0.020500, -0.009500
N, 3, 0.000500, 0.040500, -0.009500
N, 4, 0.000500, 0.060500, -0.009500
N, 5, 0.000500, 0.080500, -0.009500
N, 6, 0.000500, 0.100500, -0.009500
N, 7, 0.000500, 0.120500, -0.009500
N, 8, 0.000500, 0.140500, -0.009500
N, 9, 0.000500, 0.160500, -0.009500
N, 10, 0.000500, 0.180500, -0.009500
N, 11, 0.000500, 0.200500, -0.009500
N, 12, 0.020500, 0.000500, -0.009500
N, 13, 0.020500, 0.020500, -0.009500
N, 14, 0.020500, 0.040500, -0.009500
N, 15, 0.020500, 0.060500, -0.009500
N, 16, 0.020500, 0.080500, -0.009500
N, 17, 0.020500, 0.100500, -0.009500
N, 18, 0.020500, 0.120500, -0.009500
N, 19, 0.020500, 0.140500, -0.009500
N, 20, 0.020500, 0.160500, -0.009500
N, 21, 0.020500, 0.180500, -0.009500
N, 22, 0.020500, 0.200500, -0.009500
N, 23, 0.040500, 0.000500, -0.009500
N, 24, 0.040500, 0.020500, -0.009500
N, 25, 0.040500, 0.040500, -0.009500
N, 26, 0.040500, 0.060500, -0.009500
N, 27, 0.040500, 0.080500, -0.009500
N, 28, 0.040500, 0.100500, -0.009500
N, 29, 0.040500, 0.120500, -0.009500
N, 30, 0.040500, 0.140500, -0.009500
N, 31, 0.040500, 0.160500, -0.009500
N, 32, 0.040500, 0.180500, -0.009500
N, 33, 0.040500, 0.200500, -0.009500
N, 34, 0.060500, 0.000500, -0.009500
N, 35, 0.060500, 0.020500, -0.009500
N, 36, 0.060500, 0.040500, -0.009500
N, 37, 0.060500, 0.060500, -0.009500
N, 38, 0.060500, 0.080500, -0.009500
N, 39, 0.060500, 0.100500, -0.009500
N, 40, 0.060500, 0.120500, -0.009500
N, 41, 0.060500, 0.140500, -0.009500
N, 42, 0.060500, 0.160500, -0.009500
N, 43, 0.060500, 0.180500, -0.009500
N, 44, 0.060500, 0.200500, -0.009500
N, 45, 0.080500, 0.000500, -0.009500
N, 46, 0.080500, 0.020500, -0.009500
N, 47, 0.080500, 0.040500, -0.009500
N, 48, 0.080500, 0.060500, -0.009500
N, 49, 0.080500, 0.080500, -0.009500
N, 50, 0.080500, 0.100500, -0.009500
N, 51, 0.080500, 0.120500, -0.009500
N, 52, 0.080500, 0.140500, -0.009500
N, 53, 0.080500, 0.160500, -0.009500
N, 54, 0.080500, 0.180500, -0.009500
N, 55, 0.080500, 0.200500, -0.009500
N, 56, 0.100500, 0.000500, -0.009500
N, 57, 0.100500, 0.020500, -0.009500
N, 58, 0.100500, 0.040500, -0.009500
N, 59, 0.100500, 0.060500, -0.009500
N, 60, 0.100500, 0.080500, -0.009500
N, 61, 0.100500, 0.100500, -0.009500
N, 62, 0.100500, 0.120500, -0.009500
N, 63, 0.100500, 0.140500, -0.009500
N, 64, 0.100500, 0.160500, -0.009500
N, 65, 0.100500, 0.180500, -0.009500
N, 66, 0.100500, 0.200500, -0.009500
N, 67, 0.120500, 0.000500, -0.009500
N, 68, 0.120500, 0.020500, -0.009500
N, 69, 0.120500, 0.040500, -0.009500
N, 70, 0.120500, 0.060500, -0.009500
N, 71, 0.120500, 0.080500, -0.009500
N, 72, 0.120500, 0.100500, -0.009500
N, 73, 0.120500, 0.120500, -0.009500
N, 74, 0.120500, 0.140500, -0.009500
N, 75, 0.120500, 0.160500, -0.009500
N, 76, 0.120500, 0.180500, -0.009500
N, 77, 0.120500, 0.200500, -0.009500
N, 78, 0.140500, 0.000500, -0.009500
N, 79, 0.140500, 0.020500, -0.009500
N, 80, 0.140500, 0.040500, -0.009500
N, 81, 0.140500, 0.060500, -0.009500
N, 82, 0.140500, 0.080500, -0.009500
N, 83, 0.140500, 0.100500, -0.009500
N, 84, 0.140500, 0.120500, -0.009500
N, 85, 0.140500, 0.140500, -0.009500
N, 86, 0.140500, 0.160500, -0.009500
N, 87, 0.140500, 0.180500, -0.009500
N, 88, 0.140500, 0.200500, -0.009500
N, 89, 0.160500, 0.000500, -0.009500
N, 90, 0.160500, 0.020500, -0.009500
N, 91, 0.160500, 0.040500, -0.009500
N, 92, 0.160500, 0.060500, -0.009500
N, 93, 0.160500, 0.080500, -0.009500
N, 94, 0.160500, 0.100500, -0.009500
N, 95, 0.160500, 0.120500, -0.009500
N, 96, 0.160500, 0.140500, -0.009500
N, 97, 0.160500, 0.160500, -0.009500
N, 98, 0.160500, 0.180500, -0.009500
N, 99, 0.160500, 0.200500, -0.009500
N, 100, 0.180500, 0.000500, -0.009500
N, 101, 0.180500, 0.020500, -0.009500
N, 102, 0.180500, 0.040500, -0.009500
N, 103, 0.180500, 0.060500, -0.009500
N, 104, 0.180500, 0.080500, -0.009500
N, 105, 0.180500, 0.100500, -0.009500
N, 106, 0.180500, 0.120500, -0.009500
N, 107, 0.180500, 0.140500, -0.009500
