Principal Nodal Strains (computed using Matlab)
    NODE       EPEL1          EPEL2          EPEL3          EPELINT        EPELEQV
     313   -0.0002948971  -0.0014151837  -0.0026379563   0.0023430591   0.0015613813
     314   -0.0003960040  -0.0017741268  -0.0027623988   0.0023663948   0.0015835441
     315    0.0000589837  -0.0015228818  -0.0028069060   0.0028658898   0.0019126131
     316    0.0010997773  -0.0009900549  -0.0022472826   0.0033470598   0.0022526007
     317    0.0010995982  -0.0004679703  -0.0012502909   0.0023498890   0.0015943015
     318    0.0004262452  -0.0002747605  -0.0006719285   0.0010981737   0.0007408489
     319    0.0010552131  -0.0004464654  -0.0007672151   0.0018224282   0.0012962352
     320    0.0007473975   0.0003888524  -0.0004026350   0.0011500325   0.0007840083
     321    0.0008247456  -0.0000821263  -0.0005332886   0.0013580342   0.0009215085
     322    0.0012331753  -0.0003802388  -0.0007264558   0.0019596311   0.0013934680
     323    0.0015422863  -0.0005769002  -0.0013581126   0.0029003989   0.0019995235
     324    0.0011950578  -0.0011261550  -0.0020643395   0.0032593973   0.0022355314
     325    0.0009122700  -0.0014801017  -0.0025171393   0.0034294093   0.0023432982
     326    0.0010489759  -0.0013489458  -0.0024076360   0.0034566119   0.0023596095
     327    0.0013089914  -0.0008504100  -0.0017964919   0.0031054833   0.0021207702
     328    0.0010335024  -0.0006445467  -0.0010548543   0.0020883567   0.0014741796
     329    0.0003325256  -0.0003957503  -0.0008692700   0.0012017955   0.0008065778
     330    0.0001300017  -0.0002497595  -0.0011246472   0.0012546488   0.0008572335
     331    0.0005965350  -0.0001918983  -0.0007847840   0.0013813189   0.0009232664
     332    0.0007361928  -0.0000470004  -0.0006276985   0.0013638913   0.0009119200
     333    0.0009507553  -0.0001178216  -0.0006359893   0.0015867447   0.0010780369
     334    0.0013907705  -0.0005095069  -0.0006430747   0.0020338452   0.0015157380
     335    0.0014621843  -0.0006046728  -0.0009729229   0.0024351072   0.0017488165
     336    0.0011451527  -0.0006937858  -0.0012248674   0.0023700201   0.0016570397
     337    0.0008832722  -0.0008633052  -0.0011335800   0.0020168522   0.0014586281
     338    0.0007731333  -0.0007802450  -0.0008211268   0.0015942601   0.0012109365
     339    0.0007165589  -0.0002992295  -0.0010162940   0.0017328528   0.0011600840
     340    0.0004816350  -0.0000721022  -0.0012782934   0.0017599284   0.0011989727
     341    0.0010489395  -0.0010195162  -0.0014760595   0.0025249990   0.0017927006
     342    0.0009266594   0.0000610701  -0.0016699202   0.0025965797   0.0017615047
     343    0.0007881480   0.0000084768  -0.0011221702   0.0019103182   0.0012797426
     344    0.0005493273  -0.0001282157  -0.0006904943   0.0012398216   0.0008271251
     345    0.0006711819  -0.0003992595  -0.0005232044   0.0011943863   0.0008749921
     346    0.0008449383  -0.0003192465  -0.0006524497   0.0014973879   0.0010474710
     347    0.0005202858  -0.0001822322  -0.0004454666   0.0009657524   0.0006651737
