        Node       x [um]       y [um]       z [um]       u [um]       v [um]       w [um]
         247      851.580     2245.980       54.780  -0.64826961   2.67320001   1.30243971
         248     1050.780     -144.420       54.780  -1.00748949   2.17314015   0.78585542
         249     1050.780       54.780       54.780  -1.02582515   2.13775096   0.78074164
         250     1050.780      253.980       54.780  -0.82120145   2.23537087   0.78505693
         251     1050.780      453.180       54.780  -0.74363398   2.38753726   0.92127547
         252     1050.780      652.380       54.780  -0.69079465   2.53384736   0.87162139
         253     1050.780      851.580       54.780  -0.65911922   2.63252190   1.06887154
         254     1050.780     1050.780       54.780  -0.86842487   2.55897965   0.99244198
         255     1050.780     1249.980       54.780  -1.01285323   2.60770880   0.96850117
         256     1050.780     1449.180       54.780  -1.13286178   2.61933614   0.86595534
         257     1050.780     1648.380       54.780  -0.99906433   2.39647857   0.71276716
         258     1050.780     1847.580       54.780  -0.71732540   2.50396916   0.98429227
         259     1050.780     2046.780       54.780  -0.76478878   2.64072869   1.02485338
         260     1050.780     2245.980       54.780  -0.70553911   2.58757268   0.96658037
         261     1249.980     -144.420       54.780  -1.01160567   2.17500254   0.73636203
         262     1249.980       54.780       54.780  -1.14116199   2.17431504   0.69948223
         263     1249.980      253.980       54.780  -0.83448897   2.12757222   0.73694834
         264     1249.980      453.180       54.780  -0.80462300   2.39364206   0.56196943
         265     1249.980      652.380       54.780  -0.94153519   2.63226208   0.95383669
         266     1249.980      851.580       54.780  -0.78512246   2.90430550   1.22348620
         267     1249.980     1050.780       54.780  -1.03303801   2.66432232   0.91289850
         268     1249.980     1249.980       54.780  -1.16767729   2.57044210   0.90832380
         269     1249.980     1449.180       54.780  -1.30187748   2.41817618   0.86002328
         270     1249.980     1648.380       54.780  -1.02115740   2.33581549   0.73900987
         271     1249.980     1847.580       54.780  -0.85473075   2.40941669   0.85933279
         272     1249.980     2046.780       54.780  -0.74988117   2.43733103   0.93212420
         273     1249.980     2245.980       54.780  -0.69628384   2.57369363   0.89335625
         274     1449.180     -144.420       54.780  -1.28706423   2.18429884   0.74019286
         275     1449.180       54.780       54.780  -1.00555693   2.19488356   0.87363218
         276     1449.180      253.980       54.780  -1.23507702   2.24408436   0.77054437
         277     1449.180      453.180       54.780  -1.18885004   2.26852766   0.65624984
         278     1449.180      652.380       54.780  -0.98390260   2.67627970   0.89943802
         279     1449.180      851.580       54.780  -1.06904147   2.67648571   0.95144455
         280     1449.180     1050.780       54.780  -1.12628093   2.63314368   0.88809876
         281     1449.180     1249.980       54.780  -1.42094512   2.56750845   0.78955938
         282     1449.180     1449.180       54.780  -0.95289094   2.05858846   0.50116069
         283     1449.180     1648.380       54.780  -1.02989017   2.32130342   0.97706844
         284     1449.180     1847.580       54.780  -0.72790842   2.25530779   0.81331664
         285     1449.180     2046.780       54.780  -0.60451384   2.46272814   0.84717805
         286     1449.180     2245.980       54.780  -0.59495542   2.50134942   1.14543482
         287     1648.380     -144.420       54.780  -1.16455598   2.16733993   0.91296865
         288     1648.380       54.780       54.780  -1.34348851   2.24456636   0.82942874
         289     1648.380      253.980       54.780  -1.21998273   2.08516700   0.82689728
         290     1648.380      453.180       54.780  -1.31867878   2.22349006   0.66426745
         291     1648.380      652.380       54.780  -1.18891657   2.38803666   0.78352085
         292     1648.380      851.580       54.780  -1.16753035   2.51767569   0.85531502
         293     1648.380     1050.780       54.780  -1.18762366   2.41091202   0.86938929
         294     1648.380     1249.980       54.780  -1.15450617   2.16736147   0.50992426
         295     1648.380     1449.180       54.780  -1.07554432   2.16328177   0.79126024
         296     1648.380     1648.380       54.780  -0.55649107   1.86660662   0.80825369
         297     1648.380     1847.580       54.780  -0.67653885   2.42388369   0.88233190
         298     1648.380     2046.780       54.780  -0.48331682   2.51644615   1.23942715
         299     1648.380     2245.980       54.780  -0.46914166   2.56119877   1.22473061
         300     1847.580     -144.420       54.780  -1.00090841   2.18161531   0.88299911
         301     1847.580       54.780       54.780  -1.13716111   2.32036619   0.93774678
         302     1847.580      253.980       54.780  -1.11147572   2.03776356   0.71513986
         303     1847.580      453.180       54.780  -1.34142174   2.10293533   0.69538003
         304     1847.580      652.380       54.780  -1.69369086   2.30034927   0.59117967
         305     1847.580      851.580       54.780  -1.00573689   2.14311250   0.79206906
         306     1847.580     1050.780       54.780  -0.83731311   2.12638752   0.85251770
         307     1847.580     1249.980       54.780  -1.11609896   2.13045853   0.83519644
         308     1847.580     1449.180       54.780  -0.79915699   1.96414556   0.79285050
         309     1847.580     1648.380       54.780  -0.71928139   2.04707622   0.80917765
         310     1847.580     1847.580       54.780  -0.66319602   2.15624824   0.71085873
         311     1847.580     2046.780       54.780  -0.45804227   2.54395652   1.28141951
