
 PRINT EPEL NODAL SOLUTION PER NODE

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Academic Research                           
 00210476  VERSION=LINUX x64     19:04:02  APR 14, 2019 CP=      1.147

                                                                               


 
  ***** POST1 NODAL ELASTIC STRAIN LISTING *****                               
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
    NODE       EPEL1          EPEL2          EPEL3          EPELINT        EPELEQV 
     178    0.0011958403  -0.0002968372  -0.0007404843   0.0019363246   0.0014585850
     179    0.0014110530  -0.0002323794  -0.0005257313   0.0019367843   0.0015966376
     180    0.0009744192  -0.0001196307  -0.0002481087   0.0012225278   0.0009169137
     181    0.0008596216  -0.0000360914  -0.0003997716   0.0012593932   0.0009349000
     182    0.0008294109   0.0001051206  -0.0006217117   0.0014511226   0.0010078789
     183    0.0002644106  -0.0000424088  -0.0003034864   0.0005678970   0.0009459288
     184    0.0006379810  -0.0002393537  -0.0004975529   0.0011355339   0.0008789892
     185    0.0007667637   0.0002793000  -0.0007651463   0.0015319099   0.0010811998
     186    0.0009079966   0.0001276042  -0.0001968346   0.0011048312   0.0018116309
     187    0.0009593052   0.0007063031  -0.0007790007   0.0017383059   0.0020527370
     188    0.0008428741   0.0006054107  -0.0008275778   0.0016704519   0.0014247341
     189    0.0007062167  -0.0000270914  -0.0006064277   0.0013126444   0.0014443999
     190    0.0007724022  -0.0005690890  -0.0007008488   0.0014732510   0.0018709602
     191    0.0008201422  -0.0002067655  -0.0006688835   0.0014890257   0.0014132619
     192    0.0012260511   0.0002493629  -0.0007936502   0.0020197012   0.0014989995
     193    0.0013321130   0.0000799511  -0.0006644884   0.0019966014   0.0014684869
     194    0.0009189580  -0.0000866553  -0.0003440642   0.0012630222   0.0009854309
     195    0.0005407879   0.0002496811  -0.0005075387   0.0010483266   0.0007690026
     196    0.0007775019  -0.0000274698  -0.0005624481   0.0013399500   0.0009818626
     197    0.0008197928  -0.0001605272  -0.0004139808   0.0012337736   0.0010108723
     198    0.0008361550   0.0002144586  -0.0004367885   0.0012729434   0.0009875763
     199    0.0013046857   0.0005638486  -0.0007898840   0.0020945697   0.0015232805
     200    0.0014621471   0.0004123317  -0.0007081348   0.0021702819   0.0025454451
     201    0.0010129324   0.0006804884  -0.0010327980   0.0020457304   0.0021773350
     202    0.0010384814   0.0000329161  -0.0008795157   0.0019179970   0.0035163299
     203    0.0009465963  -0.0004422400  -0.0007108307   0.0016574270   0.0033859817
     204    0.0007190832   0.0002362098  -0.0011142184   0.0018333016   0.0015789347
     205    0.0011576649   0.0000300830  -0.0005210998   0.0016787648   0.0015970322
     206    0.0015000557   0.0004094574  -0.0007783254   0.0022783810   0.0016523251
     207    0.0008593946   0.0000543276  -0.0001295010   0.0009888956   0.0012593273
     208    0.0006162252   0.0002476903  -0.0004822204   0.0010984456   0.0009581280
     209    0.0008518745   0.0000052982  -0.0004066443   0.0012585188   0.0009562581
     210    0.0006448227   0.0000906021  -0.0001626422   0.0008074649   0.0007592255
     211    0.0009868334   0.0004682195  -0.0007176673   0.0017045007   0.0012994377
     212    0.0012203835   0.0007502288  -0.0009064845   0.0021268680   0.0017173234
     213    0.0017209490   0.0002474425  -0.0004691991   0.0021901480   0.0018485295
     214    0.0012283215   0.0003700756  -0.0003655926   0.0015939140   0.0018482422
     215    0.0012853670   0.0002751850  -0.0007718963   0.0020572633   0.0014953444
     216    0.0011787558  -0.0000902088  -0.0003405012   0.0015192570   0.0017404652
     217    0.0011932071   0.0000573045  -0.0006095817   0.0018027888   0.0029533952
     218    0.0015982605   0.0003461213  -0.0010447096   0.0026429701   0.0021032426
     219    0.0013396203   0.0001835613  -0.0001853166   0.0015249369   0.0020384315
     220    0.0012200734  -0.0000036290  -0.0003091587   0.0015292321   0.0012881420
     221    0.0004286663   0.0002703541  -0.0003081688   0.0007368351   0.0007185317
     222    0.0012795199   0.0005514572  -0.0007311946   0.0020107145   0.0014797547
     223    0.0014354130   0.0003572434  -0.0004715059   0.0019069190   0.0017433124
     224    0.0010351289   0.0004152019  -0.0001019521   0.0011370810   0.0013260921
     225    0.0017687282   0.0003643727  -0.0006113939   0.0023801221   0.0017129047
     226    0.0017605862   0.0006826426  -0.0004627421   0.0022233284   0.0016892618
     227    0.0015767014   0.0003369257  -0.0000357199   0.0016124213   0.0015873647
     228    0.0008896067   0.0002898876   0.0001689200   0.0007206867   0.0009307198
     229    0.0011741334   0.0002537251  -0.0002815502   0.0014556836   0.0010755707
     230    0.0013229517   0.0001550078  -0.0006252018   0.0019481535   0.0018343467
     231    0.0012286709   0.0002460145  -0.0008517511   0.0020804220   0.0017300538
     232    0.0014420982   0.0001690626  -0.0006785293   0.0021206276   0.0022742576
     233    0.0008301119   0.0001910088  -0.0004061368   0.0012362487   0.0011168593
     234    0.0004381804   0.0002603344  -0.0005136525   0.0009518329   0.0007544131
     235    0.0013110309   0.0001878196  -0.0001470950   0.0014581259   0.0010490134
     236    0.0012064385   0.0005331238  -0.0000527240   0.0012591625   0.0014214928
     237    0.0018097397   0.0002880172  -0.0000527145   0.0018624542   0.0015864657
     238    0.0017633075   0.0006853960  -0.0003828062   0.0021461137   0.0015152814
     239    0.0013751602   0.0006051772  -0.0002839242   0.0016590844   0.0014302045
     240    0.0010158376   0.0002742808  -0.0002037846   0.0012196222   0.0009790641
     241    0.0006062692   0.0003557567  -0.0002209583   0.0008272275   0.0007703316
     242    0.0005005104   0.0002441079  -0.0002219888   0.0007224992   0.0008619240
