Nodal Strains (computed using Matlab)
     NODE    EPELX          EPELY          EPELZ          EPELXY         EPELYZ         EPELXZ
     226    0.0012721856   0.0002084262   0.0004993739   0.0011972736  -0.0001546054   0.0007503680
     227    0.0012511466   0.0001904721   0.0004327749   0.0006153898   0.0000530300   0.0004246131
     228    0.0009570445   0.0001144301   0.0002773065   0.0004112711   0.0000077697   0.0002477269
     229    0.0007942438   0.0001820443   0.0001766380   0.0006385388   0.0000129918   0.0001594201
     230    0.0007264386   0.0000394737   0.0000917488   0.0013644205   0.0002411121  -0.0001274207
     231    0.0003831691   0.0001401870   0.0000984592   0.0018426806   0.0006375987  -0.0003354252
     232    0.0000282005   0.0007035533   0.0002024784   0.0010376528   0.0009705337  -0.0003761585
     233   -0.0001647716   0.0005421548   0.0002498575   0.0000737535   0.0006379299  -0.0004731751
     234   -0.0002914574  -0.0001370157   0.0002509309  -0.0002565180  -0.0001085391  -0.0006781028
     235    0.0008026070  -0.0000963813   0.0002746014  -0.0005312096   0.0000806045  -0.0009781732
     236    0.0011426285   0.0002068778   0.0003410518  -0.0001705830   0.0002591373  -0.0006539086
     237    0.0014273566   0.0001971433   0.0004244296   0.0003598557   0.0002842089  -0.0004438412
     238    0.0013897771   0.0001906222   0.0004898858   0.0011885641   0.0000952926  -0.0003655501
     239    0.0010375015   0.0002667345   0.0003897263   0.0014380393  -0.0001183833  -0.0001374912
     240    0.0006709076   0.0002266546   0.0001835082   0.0006556138  -0.0002537646   0.0001506061
     241    0.0003453876   0.0002903422   0.0001068852  -0.0000021013  -0.0003539248   0.0001351862
     242    0.0001195239   0.0002554468   0.0001573741   0.0001671067  -0.0002973162  -0.0000054947
     243   -0.0000034159  -0.0002377903   0.0000540091   0.0007250698  -0.0000876459  -0.0001756093
     244   -0.0001497341  -0.0002161529  -0.0000534020   0.0011103525   0.0004795472  -0.0004236171
     245   -0.0003301787   0.0004650986   0.0000698047   0.0006274367   0.0008812782  -0.0005957725
     246   -0.0004095287   0.0004158581   0.0001644801  -0.0000603428   0.0005368381  -0.0007532393
     247   -0.0004621290  -0.0001107476   0.0001284580  -0.0003078343   0.0000704763  -0.0008335810
     248    0.0001287906  -0.0000429677   0.0001238760  -0.0005251417   0.0002926697  -0.0010309121
     249    0.0003814443   0.0001774200   0.0002158731   0.0000683777   0.0004617022  -0.0009234788
     250    0.0005234114   0.0004874571   0.0003123208   0.0003142503   0.0004376392  -0.0010993078
     251    0.0003319985   0.0006762853   0.0002445512   0.0005704778   0.0002756349  -0.0012949225
     252   -0.0000956582   0.0005450722   0.0000891626   0.0010016138   0.0002517851  -0.0007974976
     253   -0.0003655985   0.0001482967   0.0000232597   0.0004997694  -0.0002943120  -0.0001760870
     254   -0.0004731922  -0.0000323821  -0.0000252425  -0.0003206453  -0.0007383740  -0.0001261118
     255   -0.0005160921  -0.0000343000   0.0000166770  -0.0005567363  -0.0004814872  -0.0000683819
     256   -0.0005055529  -0.0004269856   0.0000248636  -0.0001500801  -0.0002791596   0.0001452596
     257   -0.0004781882  -0.0002722413   0.0000008438   0.0004552492   0.0002620630   0.0001204934
     258   -0.0004416200   0.0004027225   0.0001223856   0.0003170540   0.0007366723  -0.0001302815
     259   -0.0003314364   0.0003911265   0.0001848110  -0.0001219031   0.0004425668  -0.0003566176
     260   -0.0001583770  -0.0001078105   0.0000482629  -0.0003909695  -0.0000490815  -0.0005915069
     261   -0.0002037602  -0.0000189309  -0.0003327351  -0.0000459820   0.0001859202   0.0000258027
     262   -0.0004109656   0.0000560107  -0.0000602955   0.0003871397   0.0003881627  -0.0002028736
     263   -0.0007109050   0.0004953287   0.0000420711   0.0002152362   0.0001620088  -0.0005799783
     264   -0.0009842289   0.0010445616   0.0000071820   0.0000096119   0.0003516249  -0.0008140259
     265   -0.0009738235   0.0008956806  -0.0000057925   0.0003450205   0.0006060433  -0.0005421133
     266   -0.0008550723   0.0000998356  -0.0000221272  -0.0000568266  -0.0002835678  -0.0003139918
     267   -0.0007297538  -0.0005036474  -0.0000393172  -0.0007392624  -0.0008535649  -0.0002467463
     268   -0.0005165226  -0.0006185239   0.0001015440  -0.0007900391  -0.0005743907  -0.0000705170
     269   -0.0002014192  -0.0005042335   0.0001949583  -0.0003259647  -0.0001594749   0.0001912222
     270   -0.0000096831  -0.0000433290   0.0002132697   0.0002545307   0.0003468624   0.0003334322
     271    0.0001167459   0.0004424272   0.0002664306   0.0002794054   0.0005856324   0.0001731449
     272    0.0002722749   0.0004524315   0.0002852234  -0.0000635397   0.0005139789   0.0001716814
     273    0.0004431763   0.0000322330   0.0003815189  -0.0003152061   0.0003397804   0.0004628531
     274   -0.0003947146   0.0003171434  -0.0004820093   0.0002783451   0.0005834967   0.0005847087
     275   -0.0005337923  -0.0000025378  -0.0002243406   0.0002622547   0.0003658894   0.0005107643
     276   -0.0007511346   0.0002828575   0.0000385307  -0.0000903288   0.0001193248   0.0004239423
     277   -0.0008806595   0.0010019508   0.0001683722  -0.0002166888   0.0003520389   0.0001325701
     278   -0.0007833352   0.0009456146   0.0001713665  -0.0001876930   0.0006155846  -0.0001098497
     279   -0.0005697490   0.0000447917   0.0001115830  -0.0008155459  -0.0001063822  -0.0000903650
     280   -0.0002749509  -0.0007011800   0.0001830468  -0.0012933663  -0.0007171516  -0.0000687296
     281    0.0000941868  -0.0009313881   0.0003938632  -0.0007449504  -0.0004829130  -0.0000807023
     282    0.0005181397  -0.0004967643   0.0004831119   0.0000903667   0.0003404596   0.0001518123
     283    0.0007288357   0.0002543147   0.0004261516   0.0003333944   0.0006906505   0.0003554120
     284    0.0006013104   0.0006753529   0.0003296695   0.0005132694   0.0006895817   0.0004554556
     285    0.0005263304   0.0005399078   0.0002946384   0.0004219472   0.0007700942   0.0007299998
     286    0.0005298349   0.0000227662   0.0003640185  -0.0000080679   0.0004945430   0.0011789671
     287    0.0003538849   0.0004216296  -0.0005382130   0.0000682859   0.0005458973   0.0004882132
     288    0.0001409203  -0.0000559984  -0.0002756390   0.0001009969   0.0003920642   0.0006315278
