D, 1, ux, -0.064776668806
D, 1, uy, -0.076333154968
D, 1, uz, 0.000000000000
D, 2, ux, -0.065110560849
D, 2, uy, -0.074603747955
D, 2, uz, 0.000000000000
D, 3, ux, -0.065712777491
D, 3, uy, -0.071236987809
D, 3, uz, 0.000000000000
D, 4, ux, -0.066507191837
D, 4, uy, -0.066475464169
D, 4, uz, 0.000000000000
D, 5, ux, -0.067418403217
D, 5, uy, -0.060581436450
D, 5, uz, 0.000000000000
D, 6, ux, -0.068362798230
D, 6, uy, -0.053808049809
D, 6, uz, 0.000000000000
D, 7, ux, -0.069246106033
D, 7, uy, -0.046395467230
D, 7, uz, 0.000000000000
D, 8, ux, -0.069969095077
D, 8, uy, -0.038585714382
D, 8, uz, 0.000000000000
D, 9, ux, -0.070444888163
D, 9, uy, -0.030648825319
D, 9, uz, 0.000000000000
D, 10, ux, -0.070628538858
D, 10, uy, -0.022894896091
D, 10, uz, 0.000000000000
D, 11, ux, -0.070547316105
D, 11, uy, -0.015659779447
D, 11, uz, 0.000000000000
D, 12, ux, -0.070275380939
D, 12, uy, -0.009282172624
D, 12, uz, 0.000000000000
D, 13, ux, -0.069903394741
D, 13, uy, -0.004091462655
D, 13, uz, 0.000000000000
D, 14, ux, -0.069530054970
D, 14, uy, -0.000408004477
D, 14, uz, 0.000000000000
D, 15, ux, -0.069281555482
D, 15, uy, 0.001479372655
D, 15, uz, 0.000000000000
D, 16, ux, -0.063270097094
D, 16, uy, -0.076495343363
D, 16, uz, 0.000000000000
D, 17, ux, -0.063587267074
D, 17, uy, -0.074760688225
D, 17, uz, 0.000000000000
D, 18, ux, -0.064166909906
D, 18, uy, -0.071366639685
D, 18, uz, 0.000000000000
D, 19, ux, -0.064943928520
D, 19, uy, -0.066589119640
D, 19, uz, 0.000000000000
D, 20, ux, -0.065850983007
D, 20, uy, -0.060694655846
D, 20, uz, 0.000000000000
D, 21, ux, -0.066808738254
D, 21, uy, -0.053930070837
D, 21, uz, 0.000000000000
D, 22, ux, -0.067719488914
D, 22, uy, -0.046518849059
D, 22, uz, 0.000000000000
D, 23, ux, -0.068468347216
D, 23, uy, -0.038681052143
D, 23, uz, 0.000000000000
D, 24, ux, -0.068941447740
D, 24, uy, -0.030680404886
D, 24, uz, 0.000000000000
D, 25, ux, -0.069069801488
D, 25, uy, -0.022846845963
D, 25, uz, 0.000000000000
D, 26, ux, -0.068905463050
D, 26, uy, -0.015542389241
D, 26, uz, 0.000000000000
D, 27, ux, -0.068558550927
D, 27, uy, -0.009115403002
D, 27, uz, 0.000000000000
D, 28, ux, -0.068142160960
D, 28, uy, -0.003884577326
D, 28, uz, 0.000000000000
D, 29, ux, -0.067756859531
D, 29, uy, -0.000163514142
D, 29, uz, 0.000000000000
D, 30, ux, -0.067512941409
D, 30, uy, 0.001726365260
D, 30, uz, 0.000000000000
D, 31, ux, -0.060360038212
D, 31, uy, -0.076750235553
D, 31, uz, 0.000000000000
D, 32, ux, -0.060644765988
D, 32, uy, -0.075004319379
D, 32, uz, 0.000000000000
D, 33, ux, -0.061181796067
D, 33, uy, -0.071583674697
D, 33, uz, 0.000000000000
D, 34, ux, -0.061927374729
D, 34, uy, -0.066794401223
D, 34, uz, 0.000000000000
D, 35, ux, -0.062831847108
D, 35, uy, -0.060915577438
D, 35, uz, 0.000000000000
D, 36, ux, -0.063829278138
D, 36, uy, -0.054187049263
D, 36, uz, 0.000000000000
D, 37, ux, -0.064820054021
